,tweetID,tweetText,tweetRetweetCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
462,916275876135759873,TGIF ! ?? #TGIF #naked #snap #nude #amateur #aussie #hmu #like #follow #rt #comment #sexy #body #bed #cut #cock… https://t.co/HeiPS3YpQI,8,Twitter for iPhone,2017-10-06 12:16:07,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
491,916186168584048640,Live raising money for @JexvinP + his family ?? https://t.co/XYi4gSXwNY #destiny2 #charity #crowdfunding #giving #gamergirl #aussie #twitch,6,Twitter for iPhone,2017-10-06 06:19:39,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
492,916183490617593856,RT @AustradeLATAM: Listen to @chrissrodwell on untapped #biz opps for #Aussie companies in Mex. #infra #energy #mining #finance #agri and m…,5,Buffer,2017-10-06 06:09:00,51895536,tradeinvestqld,Trade&InvestmentQld,2009-06-29 00:27:12,"The Queensland Government's official global business agency. We're sharing news and insights from Queensland exporters, universities, businesses and investors.",1868,893,"Queensland, Australia",Brisbane
540,916079463040933888,@ZackRyder got your pop today #popculture #popup #shop #melbourne #aussie https://t.co/zFQGmswceS,0,Twitter for iPhone,2017-10-05 23:15:38,226931051,mattanbella,Mermaid Princess,2010-12-15 13:12:22,@WithConfidence_ brought us together,1597,546,australia,Brisbane
542,916075626058022912,The #Aussie #twitter 'naughty corner' has been very crowded lately...?? https://t.co/qnXOniXnsq,0,Twitter Web Client,2017-10-05 23:00:23,93949528,WittaTwitta,Rory,2009-12-01 21:40:31,"If you're going to kick authority in the teeth, you might as well use two feet.",4370,3952,"Sunshine Coast, Queensland. OZ",Brisbane
602,915956974805671936,RT @TrishKurralinga: Are you proud to be an #Aussie @billshortenmp? Because I am totally ashamed of the daily cruelty #Refugees are subject…,8,Tweetbot for i?S,2017-10-05 15:08:55,187836067,ochreblue,ochreblue,2010-09-07 08:14:21,"Politics junkie who loves my family & friends, my haven, reading, spirituality, yoga, healthy living, & the environment. Also love our (now angelic) dog Ochre!",2470,4302,,Brisbane
621,915927483194654720,A fly over of my body for you ‘all ;) ?? #sexy #nude #naked #bed #aussie #hmu #amateur #like #follow #comment #snap… https://t.co/TENRteURsu,14,Twitter for iPhone,2017-10-05 13:11:43,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
623,915924953635028992,Deuces ?? #sexy #nude #naked #aussie #tease #rt #like #follow #cock #dick #body #amateur https://t.co/GNrbYL5IIj,4,Twitter for iPhone,2017-10-05 13:01:40,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
639,915889552442712064,Check out @Casey_Barnes performing his hit Keep Me Coming Back live on #afl360 29 Sept 2017 #HD #aussie #music https://t.co/PDQu0MEFnc,1,Google,2017-10-05 10:41:00,605040001,azasouth,Aaron,2012-06-11 02:28:05,Music & sports fan - nothing better than going to the Gabba to watch the Lions play. Go Lions.  Go Broncos. Go Roar. Go QLD.       And I am also a Twin ! :),1190,1532,"Brisbane, QLD, Australia",Brisbane
656,915847738058670080,RT @ralphholz: Applications for the National Computer Science School are now open - #Aussie high school students should apply! https://t.co…,3,Twitter for Android,2017-10-05 07:54:51,302454529,theskorm,Michael Wheeler,2011-05-21 06:44:41,,157,153,Australia,Brisbane
680,915816995492204545,"From the workshop floor: Kunda Park
------------
#recovery #vw #amarok #4x4 #4wd #aussie… https://t.co/e6hea8vHTt",1,Instagram,2017-10-05 05:52:41,857163835,Jamies_Touring,Jamie's Touring,2012-10-01 23:07:05,"JTS specialize in, and are able to cater for all of your 12 volt, 4WD and Camping needs. Originally DSS (Dynamic Solar Solutions).",339,30,"Sunshine Coast, QLD",Brisbane
740,915709872733249536,Can #Aussie fans get an offer of some sort? https://t.co/FZNRicYqPE,0,Twitter Web Client,2017-10-04 22:47:01,818310937769693185,ausmojo,Oz,2017-01-09 04:18:25,"?NQ Cowboys tragic
?Geelong Cats
?NY Mets
?Orlando Magic
?SF 49ers
?Detroit Red Wings

Love sport and having a punt",208,307,,Brisbane
757,915669425650405376,Party Wall-available now from an Amazon near you #lesfic #romance #enemies2lovers #Aussie https://t.co/cHkMeUYgx6 via @amazon,3,Twitter Web Client,2017-10-04 20:06:18,2251004412,Iamcheyenneblue,Cheyenne Blue,2013-12-17 21:39:06,"Writes lesbian romance & erotica with Ylva Publishing & Ladylit, editor, loves tennis, cheap wine, cooking weird things. Happiest outdoors far from anywhere.",980,398,"Mary Valley, Queensland",Brisbane
789,915586184390176768,Your #humpday special vid.. enjoy ? #vid #snap #nude #naked #playing #cock #dick #sexy #amateur #aussie #like… https://t.co/Q1YzRj0sRC,8,Twitter for iPhone,2017-10-04 14:35:31,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
846,915505809714327553,Loving this orange singlet number  #Keithy #legend #aussie  #GoggleboxAu https://t.co/Z0EzliYCz3,0,Twitter for iPhone,2017-10-04 09:16:08,40819617,Minnds,Mindy Evans,2009-05-18 05:19:17,I am just trying to have the best life I can ?,803,860,Australia,Brisbane
859,915476881759072256,New look + #WoWWednesday https://t.co/XYi4gSXwNY #WorldOfWarcraft #peachbootay #aussie #twitch #gamergirl #live #peach #newlook ??,2,Twitter for iPhone,2017-10-04 07:21:12,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
868,915456479028826112,#Aussie English has an amazing story of how it came to be. One of the many reasons I'm proud to be #Australian:… https://t.co/5fPbvdVQtD,0,Meet Edgar,2017-10-04 06:00:07,114433121,mezzofanti,The Mezzofanti Guild,2010-02-15 11:39:24,"Aussie Linguist from QLD, teacher, Arabic translator, polyglot. Founder of Talk In #Arabic (https://t.co/uWZWmKqme7). Love #Russian, #Irish and #Korean too.",2565,1,"Brisbane, Queensland",Brisbane
898,915387422828982277,RT @seaworldisevil: @vanessajbrown #Aussie #dolphins kept as prisoners https://t.co/NCN0VVawbF https://t.co/c0KFRM7UhA,2,Twitter Web Client,2017-10-04 01:25:43,1338707694,seaworldisevil,SeaWorld Shut Down,2013-04-09 09:16:48,"SEAWORLD SHUT DOWN is on FB with over 21,000 petition signatures & over 15,930 FB followers  #Blackfish #Dolphins #SeaWorld #Animals #Australia #EmptyTheTanks",9804,6007,"GOLD COAST, QUEENSLAND, OZ",Brisbane
915,915352027080871937,Why it’s time more #Aussie businesses embraced location-based #marketing. https://t.co/HFZPGeGIWo via @CMOAustralia #Brisbane,0,Hootsuite,2017-10-03 23:05:04,754831707350503424,coolmarketing_,Cool Marketing,2016-07-18 00:14:37,"Cool Marketing Packages by Digital Glare provide small businesses with complete, customizable, online solutions",66,176,"Brisbane, Queensland",Brisbane
959,915232645688180741,One more for you all on a Tuesday night ;) #tease #hand #playing #like #comment #amateur #nude #naked #aussie #rt… https://t.co/7Q8ylsjCB4,4,Twitter for iPhone,2017-10-03 15:10:41,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
964,915224022878523393,Good evening ;) #tease #nude #naked #tease #amateur #sexy #body #aussie #like #follow #comment #rt #snap https://t.co/EKEC2csMHj,3,Twitter for iPhone,2017-10-03 14:36:25,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
969,915217881532530689,@SpencerHowson @ABCaustralia If possible can you include links with your tipbits for #Aussie who are 'out and about… https://t.co/QbFSP6nsXu,0,Twitter for Android,2017-10-03 14:12:01,22353353,TheMrTD,Tony Downs,2009-03-01 11:13:43,"IT/OT Thought leader, Super Dad, Aussie in Denver and all round nice guy. All views mine and no one elses.",1038,2296,"Denver, CO",Brisbane
1032,915105592619831296,Live w/ trials https://t.co/XYi4gSXwNY #trialsofthenine #destiny #twitch #aussie #gamergirl #live #stream #pulse #destiny2,5,Twitter for iPhone,2017-10-03 06:45:49,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
1204,914842353029939200,Who wants s to adopt me ..? ;) #nude #naked #tease #amateur #sexy #body #aussie #like #follow #comment #rt… https://t.co/W6FqyYyVbj,7,Twitter for iPhone,2017-10-02 13:19:48,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
1264,914758548575289344,PC OW Chills + cider ? https://t.co/XYi4gSXwNY #overwatch #pcnoob #aussie #twitch #gamergirl #live #twitchanz #chillstream #agent69 #kappa ?,2,Twitter for iPhone,2017-10-02 07:46:48,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
1272,914739983088365568,Aussie xmas gift ideas-buy local. #Local #BuyLocal #Aussie #JournoRequest #GiftIdeas #Gifts #Toowoomba #Qld #Australia #Brisbane #WAHM #Biz,3,Twitter Web Client,2017-10-02 06:33:01,40375615,SusannahBirch,Susannah Birch,2009-05-16 00:57:29,Child Violence Survivor. Catfished for 12 Yrs. Journo. Digital Marketer. Doula. Founder @TrimesterTalk. Studying Masters @Griffith_Uni. Loves Buffy/Dexter.,37776,18272,Australia,Brisbane
1293,914692870346551298,MC Hammer-U Can't Touch This #SSM / #Safety For #Christians/ #ReligiousFreedom / #Protection For #Aussie #Minorities https://t.co/KGX6sZA3g3,0,Twitter Web Client,2017-10-02 03:25:49,286207273,rosharonn,Tola`ath,2011-04-22 15:11:32,"My Twitter, just to keep connected to and learn from inspiring men and women.A collection of their wisdom, vivacious banter, and academic/professional research.",1228,5001,"Brisbane, Queensland",Brisbane
1387,914495270536101889,@amyjccuddy thanks for great keynote and #Aussie sport referances! Very interesting and highly relevant topic. #MindExpanding #GartnerSym,0,Twitter for Android,2017-10-01 14:20:37,22353353,TheMrTD,Tony Downs,2009-03-01 11:13:43,"IT/OT Thought leader, Super Dad, Aussie in Denver and all round nice guy. All views mine and no one elses.",1038,2296,"Denver, CO",Brisbane
1404,914447626816208896,"@macklemore @PipSheehan @NRL #Bali fans #Doglovers #NRLGF 
RT
Send #SameLove AND $'s to these #Aussie ladies ?… https://t.co/P6jTkU7qFI",0,Twitter for Android,2017-10-01 11:11:18,1017123967,BarkingMadGC,? BarkyMalarky ?,2012-12-17 09:55:58,"?Work In Progress? Dog Therapy advocate 4 mental health, Dog Welfare, Devils Advocate, Pragmatist, Solitary Soul, Takes No Shit...
Equality 4 Pet Owners ?",3147,1712,Out There...,Brisbane
1408,914446290498371584,"#Bali fans or #Doglovers  #Melbourne #NRLGF 
RT
Send #SameLove AND $'s to these #Aussie #CrazyDogladies ?… https://t.co/q4Lct7lEqu",0,Twitter for Android,2017-10-01 11:05:59,1017123967,BarkingMadGC,? BarkyMalarky ?,2012-12-17 09:55:58,"?Work In Progress? Dog Therapy advocate 4 mental health, Dog Welfare, Devils Advocate, Pragmatist, Solitary Soul, Takes No Shit...
Equality 4 Pet Owners ?",3147,1712,Out There...,Brisbane
1433,914404259936051200,@vanessajbrown #Aussie #dolphins kept as prisoners https://t.co/NCN0VVawbF https://t.co/c0KFRM7UhA,2,Twitter Web Client,2017-10-01 08:18:59,1338707694,seaworldisevil,SeaWorld Shut Down,2013-04-09 09:16:48,"SEAWORLD SHUT DOWN is on FB with over 21,000 petition signatures & over 15,930 FB followers  #Blackfish #Dolphins #SeaWorld #Animals #Australia #EmptyTheTanks",9804,6007,"GOLD COAST, QUEENSLAND, OZ",Brisbane
1455,914359632788783104,Live playing trials! Looking for more people to play with ? https://t.co/XYi4gSXwNY #destiny2 #trialsofthenine #twitch #aussie #gamergirl,4,Twitter for iPhone,2017-10-01 05:21:39,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
1460,914352733112561670,@drkerrynphelps C'mon #Aussie C'mon every person &amp; their dog #VoteYes you can too #PostYourYes https://t.co/Aeyp2QdNQo,0,Twitter Web Client,2017-10-01 04:54:14,207074802,JDJhope,Johann De Joodt,2010-10-24 13:14:50,"????#UequalsU #PositiveSpeaker #StigmaFighter ???? #Christian,  All #DadJokes rated G for #Gay",231,124,"Brisbane, Australia",Brisbane
1493,914282313373990912,RT @ChocolateJohnny: ?G'day #AusScopeOctober #golive from @perfectionchocs come see our #Aussie sweets #periscopetv ? https://t.co/uI9YaqNQ…,23,Periscope,2017-10-01 00:14:24,880181131,BrisWiz,Brett Walsh,2012-10-14 13:50:16,Tech and Gadget Junkie. Audio Visual Editor. PC Techie. Microsoft Certified Professional. Digitally Savvy. Periscope Advocate. Drone pilot.,342,346,"Queensland, Australia",Brisbane
1566,914139317248724992,Who would lik to grab my cock ;) #grab #nude #naked #snap #amateur #hard sexy #aussie #like #follow #rt #ad #cock… https://t.co/D29Ef74wxJ,13,Twitter for iPhone,2017-09-30 14:46:11,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
1570,914136024640397317,For all the fans in da house #nude #naked #snap #amateur #soft #sexy #aussie #like #follow #rt #ad #cock #dick… https://t.co/Tw5NOByVp3,6,Twitter for iPhone,2017-09-30 14:33:06,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
1573,914134975120683008,I couldn’t help myself ;)  #nude #naked #snap #amateur #soft #sexy #aussie #like #follow #rt #ad #cock #dick #eyes… https://t.co/VcpAaOIxZg,9,Twitter for iPhone,2017-09-30 14:28:56,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
1596,914081038896218113,The #GloriousJuBi and her #DeuceBigalow handbag are rorting the #Aussie public even faster than the #Budget deficit… https://t.co/1hum5VYMen,4,Twitter Web Client,2017-09-30 10:54:37,93949528,WittaTwitta,Rory,2009-12-01 21:40:31,"If you're going to kick authority in the teeth, you might as well use two feet.",4370,3952,"Sunshine Coast, Queensland. OZ",Brisbane
1612,914030211787657216,LIVE w/ @t0wniie + @Faaze27 doing #justdance in matching outfits ??? https://t.co/XYi4gSXwNY #twitch #partyfoodsquad #aussie #gamergirl ?,5,Twitter for iPhone,2017-09-30 07:32:39,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
1662,913922781326172160,EXPERIENCE AUSTRALIA 3 Month Hop On Hop Off Pass... it's our Deal Of The Week with https://t.co/nn0YZtclNB #aussie… https://t.co/vfqFiO4Ygk,0,Twitter for iPhone,2017-09-30 00:25:45,307631798,XtremeTravelGRP,XTREME TRAVEL GROUP,2011-05-30 00:47:05,,927,1957,,Brisbane
1746,913769969149632512,Friday !!! #tgif #nude #naked #snap #amateur #soft #sexy #aussie #like #follow #rt #ad #cock #dick #eyes #bed https://t.co/1aL5KUAeVr,7,Twitter for iPhone,2017-09-29 14:18:32,815566364538568705,aussie_azza,aussie_azza,2017-01-01 14:32:28,Shy guy who doesn't mind showing off for my fans!  Come & say HI :)  Snapchat:  @aussie_aza,637,326,Australia,Brisbane
1795,913692102248165381,Wine + destiny chills https://t.co/XYi4gSXwNY #destiny2 #twitch #gamergirl #aussie #twitchanz #pvpness #live #hashtag,3,Twitter for iPhone,2017-09-29 09:09:07,3489280332,tamsinwood92,Tamsin Wood TWITCH,2015-09-08 04:48:47,Australian Streamer #twitchbrisbane Business enquiries - tamsinwood92@gmail.com,1170,1081,Australia,Brisbane
1811,913667712928198657,"@markiplier Mark, i know you're a busy, busy man. BUT PLEASE!!!!! Check my channel! Mark's fans, please HELP ME OUT! Sub for a Sub! #Aussie",0,Twitter Web Client,2017-09-29 07:32:12,845775070492426240,The_Urb4nWolf,The Urb4nWolf,2017-03-25 23:11:05,"Gamer, YouTuber, Driver, Dad",14,100,"Gold Coast, Queensland",Brisbane
55,917020426215219200,Mathew Lobb from #Vodafone blames SLOW #Aussie Broadband (#NBN) on Top 4 providors ... @TurnbullMalcolm #auspol… https://t.co/RJHsM1VGQG,0,Twitter Web Client,2017-10-08 13:34:41,59488559,Girrali,Girrali ?,2009-07-23 15:03:39,"? Murrumbidgee Koori ? Environmental ?? Scientist ?? Mundane Astrologer ?????? Spiritual Mission ?? Enigma
?? ?????????????????????????? girrali.email@gmail.com",1142,639,? Murrumbidgee Wiradjuri,Melbourne
85,916961754533396480,Ruskie Pierogi - Potato and Cheese ... #Recipe - https://t.co/KjVNMx9HX2 - #FoodPorn #Aussie #CheeseDishes… https://t.co/rUlATSIQLd,0,autopostaussietaste,2017-10-08 09:41:33,1335982496,cooking_r,The Taste of Aussie,2013-04-08 07:26:10,At The Taste of Aussie we love to cook and that's why we can bring you the best recipes. Share them with friends and followers,1091,415,"Melbourne, Australia",Melbourne
155,916842076519538688,How to Make Pierogi #Recipe - https://t.co/pTrN6gagpm - #FoodPorn #Aussie #Dumplings #PolishCuisine https://t.co/oHNtjyb7Gr,0,autopostaussietaste,2017-10-08 01:45:59,1335982496,cooking_r,The Taste of Aussie,2013-04-08 07:26:10,At The Taste of Aussie we love to cook and that's why we can bring you the best recipes. Share them with friends and followers,1091,415,"Melbourne, Australia",Melbourne
189,916803355279847424,A huge moment for our sport.  Congrats Nathan Walker first #aussie to play in the #nhl https://t.co/JHQJoCgqPO,0,Instagram,2017-10-07 23:12:07,361639718,andylamrock,Lamdog,2011-08-25 03:00:29,I make people #smile. culture builder,476,368,Melbourne,Melbourne
248,916718100963221504,Baked #Salmon Tacos #Recipe - https://t.co/Fi8fTtgR5w - #FoodPorn #Aussie #FishRecipes #TacoRecipes https://t.co/crdpCCMXRp,2,autopostaussietaste,2017-10-07 17:33:21,1335982496,cooking_r,The Taste of Aussie,2013-04-08 07:26:10,At The Taste of Aussie we love to cook and that's why we can bring you the best recipes. Share them with friends and followers,1091,415,"Melbourne, Australia",Melbourne
303,916629819613253632,Watch #Aussie babe Lulu Reynolds make a stunning #blowjob debut at our website and take a massive #facial at… https://t.co/QPwN7vvOiI,23,Twitter Web Client,2017-10-07 11:42:33,2806183375,FellatioQueens1,AussieFellatioQueens,2014-09-12 20:32:31,The official Aussie Fellatio Queens Twitter: Where hot Aussie & International girls come to suck cock & swallow cum! Email: bjproductionsptyltd@gmail.com,102505,137,Australia,Melbourne
352,916529292451778560,.@ChocolateJohnny on #Periscope: G’day come see some special #aussie animals in #chocolate #ausscopeoctober #love #… https://t.co/hBpXrm2l9e,0,Periscope,2017-10-07 05:03:06,23911192,Kim_Buchanan,Kim Buchanan,2009-03-12 06:17:08,• YOU ARE ENTIRELY UP TO YOU • Only put out what you want to get back • I am a proud ambassador for @Peripreneurs • I am #LIMITLESS4LIFE • #AusScopeOctober,546,333,"Victoria, Australia",Melbourne
360,916512233722728448,ULURU AYERS ROCK - BRUSHED &amp; DISTRESSED T-Shirts &lt;|&gt; Order @ https://t.co/P1y4tW0CR2 &lt;|&gt; #uluru #ayersrock… https://t.co/7qK1N6qxuH,0,The Social Jukebox,2017-10-07 03:55:19,323686743,feralgear,Feral Gear Designs™,2011-06-25 07:27:23,"#Funny, #Adult & #Novelty T-Shirts & Gifts. Sick of having to be P.C. all the time? Don't worry, now you can express yourself with any of our #tshirts or #gifts",13126,10190,Available World Wide.,Melbourne
367,916505750456877057,Can not wait!! Bring on #Aussie #Summer ????? #AO18 https://t.co/JxjC4MZLGg,0,Twitter for iPhone,2017-10-07 03:29:33,1019319818,AngieXposed,Angie Young,2012-12-18 08:37:01,Xposed Media: entertainment music event lifestyle PR @ShaynnaBlaze @ultraaustralia @djtyronhapi #WildTour @carl_cox #MobileDisco @instereomusic @storm_aus,2044,2103,"Melbourne, Australia",Melbourne
372,916501411575226368,@Social_Ventures #TheConnectionSVA  Talented #Aussie school leaders  exploring great education in Canada to build… https://t.co/xmnvgqj6oK,0,Twitter for iPad,2017-10-07 03:12:18,79905327,CridgeSuzanne,Suzanne Cridge,2009-10-05 03:17:26,"Social Ventures Australia, education equity & access, innovation, collective impact, passionate educator, learning is a lifelong adventure #TheConnectionSVA",875,941,Melbourne Australia,Melbourne
381,916482471390253056,"My life is complete! ???
#koala #costco #australia #aussie #love #? #linh #??????? @ Costco… https://t.co/7Q68EQMn7s",0,Instagram,2017-10-07 01:57:03,117439735,murdoc192000,linnie,2010-02-25 15:31:59,? bibliophile ?,155,317,,Melbourne
392,916454667961303041,https://t.co/gVnLQHgUfx I want to get a psychic reading with a psychic who can help with social life. Try Vine!… https://t.co/Uy2h3pjlJC,0,Twitter Web Client,2017-10-07 00:06:34,28899643,VinePsychic,Vine Psychic Reading,2009-04-05 00:04:00,Natural Born Psychic (spiritual medium) loved working in psychic reading field 35 years. Earth's spiritual health our responsibility!  Phone Psychic Readings,2443,2133,Australia / International,Melbourne
414,916418797526855680,@ByJayKing The big guy Baynes #Aussie,0,Twitter for iPhone,2017-10-06 21:44:02,2564140868,JTowne7,Jacob Towne,2014-06-12 22:01:40,"Sports Mad West Aussie now Sport Loving in Melbourne. Boston Sports Fan, Carlton Blues, Sydney Roosters, Man Utd, Juve, to name a few. Travel and Food Buff.",246,737,Melbourne,Melbourne
440,916323807492685825,#thanks for the #Bday #present #mum worried I'm not #aussie enough anymore ?? bintangofbali… https://t.co/ahfYPmtUCn,0,Instagram,2017-10-06 15:26:34,63604946,jarrodbannister,jarrod bannister,2009-08-07 01:48:33,"29 year old javelin thrower from Australia, personal best 89.02m",697,266,Australia,Melbourne
450,916299035744419841,"?? #Dubai launches #emCash. Ignore #Aussie legal spaghetti. #Amazon in Jurassic mode while world shops elsewhere.

https://t.co/h9BSa63DTr",0,Twitter Web Client,2017-10-06 13:48:08,59488559,Girrali,Girrali ?,2009-07-23 15:03:39,"? Murrumbidgee Koori ? Environmental ?? Scientist ?? Mundane Astrologer ?????? Spiritual Mission ?? Enigma
?? ?????????????????????????? girrali.email@gmail.com",1142,639,? Murrumbidgee Wiradjuri,Melbourne
476,916236280161116160,Yep - blatant. #Aussie #taxpaxers giving million dollar gifts to corporate crooks... #Murdoch #Adani obvious.… https://t.co/RDB3ijIGRu,1,Twitter Web Client,2017-10-06 09:38:46,59488559,Girrali,Girrali ?,2009-07-23 15:03:39,"? Murrumbidgee Koori ? Environmental ?? Scientist ?? Mundane Astrologer ?????? Spiritual Mission ?? Enigma
?? ?????????????????????????? girrali.email@gmail.com",1142,639,? Murrumbidgee Wiradjuri,Melbourne
477,916231556309516288,RT @EurosportAUS: SUPER SALLY! @sallypearson got the chocolates at #ZurichDL this season! That event RPLY is coming up at 8pm EST! #Aussie…,1,Twitter for iPhone,2017-10-06 09:20:00,64313692,AthsAust,Athletics Australia,2009-08-10 02:16:15,The home of athletics in Australia. Get athletics news direct to your inbox by signing up at https://t.co/3c4Z5GZgjO,24163,1335,Australia,Melbourne
482,916209997339541504,"@indigoblue65 Ugh!  Do they know the world is watching, do they care? #aussie",0,Twitter Web Client,2017-10-06 07:54:20,263907852,Rebma67,Rosie,2011-03-10 23:55:55,Mum to 4 sons. Sick to death of the rancid Government Corruption including the MM/Movie/Entertainment Industries Tell it how it is   ?,277,401,Australia,Melbourne
487,916194482902593537,"It's Friday, let's party! #weekendvibes #GetOn #letsfuck #weekendleague #Sunny #Summer2017 #Finally #party #aussie… https://t.co/JLbD6CL4yy",0,Twitter Web Client,2017-10-06 06:52:41,947033640,manhattanterrac,Manhattan Terrace,2012-11-14 04:23:53,,832,1819,"Melbourne, Victoria",Melbourne
536,916090896520593408,"SUCH a fab track #Anyway @djtyronhapi feat @ItsMimoza has now clocked up 450K streams in 6 days!! https://t.co/6z7BgTIFcc
#Aussie #Artist",1,Twitter Web Client,2017-10-06 00:01:04,1019319818,AngieXposed,Angie Young,2012-12-18 08:37:01,Xposed Media: entertainment music event lifestyle PR @ShaynnaBlaze @ultraaustralia @djtyronhapi #WildTour @carl_cox #MobileDisco @instereomusic @storm_aus,2044,2103,"Melbourne, Australia",Melbourne
553,916041825982357504,"RT @FellatioQueens1: The hottest #Aussie babes doing the dirtiest things - get them all at the one website! #Blowjobs #Facials 

https://t.…",23,Twitter for Android,2017-10-05 20:46:05,575209941,ozrealnudesrus,sexyamateuraussies,2012-05-09 07:08:56,The best of Australia! Direct message for pic or video sharing. Can be anonymous. @ for a retweet but Mentions dont always come through.  18+ #sexyaussie,30564,10942,australia,Melbourne
554,916041766347796480,"RT @FellatioQueens1: #fromthearchives Watch #Aussie babe Anne Melbourne get splattered with #cum in her 1st ever scene at our website:

htt…",36,Twitter for Android,2017-10-05 20:45:50,575209941,ozrealnudesrus,sexyamateuraussies,2012-05-09 07:08:56,The best of Australia! Direct message for pic or video sharing. Can be anonymous. @ for a retweet but Mentions dont always come through.  18+ #sexyaussie,30564,10942,australia,Melbourne
585,915966202349940738,#fromthearchives Watch #Aussie babe Anne Melbourne get splattered with #cum in her 1st ever scene at our website:… https://t.co/4SiwfpS08K,36,Twitter Web Client,2017-10-05 15:45:35,2806183375,FellatioQueens1,AussieFellatioQueens,2014-09-12 20:32:31,The official Aussie Fellatio Queens Twitter: Where hot Aussie & International girls come to suck cock & swallow cum! Email: bjproductionsptyltd@gmail.com,102505,137,Australia,Melbourne
607,915947453261606915,It's Friday! GOOD MORNING from #Vine #Psychic Line in Australia. We'll confirm your psychic bookings soon.… https://t.co/jycinYH7fE,0,Twitter Web Client,2017-10-05 14:31:04,28899643,VinePsychic,Vine Psychic Reading,2009-04-05 00:04:00,Natural Born Psychic (spiritual medium) loved working in psychic reading field 35 years. Earth's spiritual health our responsibility!  Phone Psychic Readings,2443,2133,Australia / International,Melbourne
641,915885709335998464,Join up today and watch the hottest #Aussie babes giving you the best #blowjobs all in HD #POV action at… https://t.co/oMVLRlLKl9,35,Twitter Web Client,2017-10-05 10:25:44,2806183375,FellatioQueens1,AussieFellatioQueens,2014-09-12 20:32:31,The official Aussie Fellatio Queens Twitter: Where hot Aussie & International girls come to suck cock & swallow cum! Email: bjproductionsptyltd@gmail.com,102505,137,Australia,Melbourne
653,915849486001332226,"Let’s hope so! 
Tune into @ESPNAusNZ tomorrow at 11:15 to find out, #Aussie #Patriots fans! #GoPats https://t.co/WlAgfsUWuO",0,Twitter for iPhone,2017-10-05 08:01:47,909250055218937856,NEPatriotsAus,Patriots Australia,2017-09-17 02:58:01,"For fans of the 5x NFL Champions, New England Patriots.",23,43,Australia,Melbourne
